Label,Mode,FlexPinky,FlexRing,FlexMiddle,FlexIndex,FlexThumb,TouchIndex,TouchMiddle,TouchRing,TouchPinky,TouchR,TouchU,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
M,1,357,21,435,239,2594,0,0,1,1,1,0,17316,4232,-3676,-531,-587,-28
M,1,300,44,331,277,2754,0,0,1,1,1,0,17396,4428,-3644,-480,-425,76
M,1,271,32,559,215,2603,0,0,1,1,1,0,17360,4184,-3624,-424,-486,64
M,1,408,283,360,112,2639,0,0,1,1,1,0,17436,4344,-3768,-421,-245,62
M,1,369,0,453,313,2864,0,0,1,1,1,0,17396,4200,-3700,-311,-191,-19
M,1,417,12,464,293,2618,0,0,1,1,1,0,17440,4364,-3728,-415,-357,-3
M,1,304,64,462,272,2544,0,0,1,1,1,0,17444,4352,-3784,-353,-303,28
M,1,448,0,422,339,2559,0,0,1,1,1,0,17372,4516,-3920,-574,-245,82
M,1,293,284,608,95,2491,0,0,1,1,1,0,17400,4412,-4048,-624,-129,152
M,1,455,43,485,608,2557,0,0,1,1,1,0,17332,4228,-3612,-505,-56,156
M,1,350,22,406,265,2608,0,0,1,1,1,0,17340,4164,-3712,-639,-32,211
M,1,275,16,459,176,2623,0,0,1,1,1,0,17244,4176,-3828,-429,40,125
M,1,320,198,720,207,2593,0,0,1,1,1,0,17284,4168,-3632,-390,194,56
M,1,491,0,318,262,2595,0,0,1,1,1,0,17216,4268,-3344,-453,18,-59
M,1,338,0,511,261,2583,0,0,1,1,1,0,17236,4312,-3144,-302,-276,-69
M,1,375,27,480,297,2639,0,0,1,1,1,0,17168,4472,-3652,-577,-442,105
M,1,302,0,422,288,2582,0,0,1,1,1,0,17340,4516,-3680,-602,-288,182
M,1,494,242,304,144,2799,0,0,1,1,1,0,17412,4376,-3668,-651,-368,348
M,1,353,0,565,388,2559,0,0,1,1,1,0,17476,4052,-3796,-780,-252,261
M,1,223,144,566,225,2526,0,0,1,1,1,0,17640,4056,-3584,-554,-155,184
M,1,406,54,578,275,2549,0,0,1,1,1,0,17532,4008,-3704,-497,-72,-115
M,1,304,0,496,550,2600,0,0,1,1,1,0,17620,4256,-3388,-306,-98,-113
M,1,423,95,401,593,2590,0,0,1,1,1,0,17392,4528,-3312,-512,-265,-181
M,1,23,0,725,370,2467,0,0,1,1,1,0,17356,4600,-3504,-499,-397,114
M,1,311,0,666,247,2546,0,0,1,1,1,0,17500,4276,-3608,-451,-516,182
M,1,322,0,437,271,2598,0,0,1,1,1,0,17404,4304,-3896,-642,-488,219
